"public_traded","ticker","exchange","market_cap","revenue","no_employes","founding_date","location","related_domains","domain"
" No ","  ","  ","  ","  ","  "," 2019 "," New York City, NY "," jennyyoo.com ","jennyyoo.com"
" No ","  ","  ","  ","  ","  "," 1984 "," Austin, Texas "," psprint.com ","psprint.com"
" No ","  ","  ","  ","  ","  "," 2012 "," Los Angeles, California "," pinklily.com, shop.pinklily.com, pinklilystyle.com, pinklilyboutique.com, pinklilyclothing.com, pinklilyfashion.com, pinklilyhome.com, pinklilykids.com, pinklilymen.com, pinklilyoutlet.com, pinklilyplus.com, pinklilysale.com, pinklilyswim.com ","pinklily.com"
" No ","  ","  ","  ","  ","  ","  ","  "," paulayoung.com ","paulayoung.com"
" No ","  ","  ","  ","  ","  "," 2014 "," Munich, Germany "," heiz24.de ","heiz24.de"
" No ","  ","  ","  ","  ","  "," 1989 "," San Diego, CA "," everythingkitchens.com ","everythingkitchens.com"
" No ","  ","  ","  ","  ","  "," 1989 "," Boulder, Colorado "," chacos.com ","chacos.com"
" No ","  ","  ","  ","  ",NA,"  ","  "," petalandpup.com ","petalandpup.com"
" No ","  ","  ","  ","  ",NA,"  ","  "," gunfinder.com ","gunfinder.de"
" No ","  ","  ","  ","  ",NA," 1984 "," Fulton, Missouri "," agrisupply.com, agrisupply.co.uk, agrisupply.ca, agrisupply.com.au ","agrisupply.com"
" No ","  ","  ","  ","  ","  ",NA,"  "," sundaytimeswineclub.co.uk ","sundaytimeswineclub.co.uk"
" No ","  ","  ","  ","  ","  ",NA,"  "," alphacard.com ","alphacard.com"
" No ","  ","  ","  ","  ",NA," 2000 "," Austin, Texas "," doitcenter.com, doit.com, doit.io, doit.ai, doit.co ","doitcenter.com.pa"
" No ","  ","  ","  ","  ","  "," 2003 "," Amsterdam, Netherlands "," plutosport.com, plutosport.nl, plutosport.be, plutosport.de, plutosport.fr, plutosport.es, plutosport.it, plutosport.at, plutosport.ch, plutosport.se, plutosport.dk, plutosport.fi, plutosport.no, plutosport.pt, plutosport.ie, plutosport.uk, plutosport.us, plutosport.ca, plutosport.com.au, plutosport.nz ","plutosport.nl"
" No ","  ","  ","  ","  ","  "," 2015 "," San Francisco, California "," hepper.com ","hepper.com"
" No ","  ","  ","  ","  ","  "," 2017 "," Los Angeles, CA "," glowrecipe.com, glowrecipeworld.com, glowrecipe.co.uk, glowrecipe.ca, glowrecipe.com.au, glowrecipe.sg, glowrecipe.hk, glowrecipe.jp, glowrecipe.kr, glowrecipe.tw, glowrecipe.my, glowrecipe.id, glowrecipe.ph, glowrecipe.th, glowrecipe.vn ","glowrecipe.com"
" No ","  ","  ","  ","  ","  "," 2020 ","  "," alohacollection.com ","alohacollection.com"
" No ","  ","  ","  ","  ",NA," 1968 "," Stockholm, Sweden "," profoto.com, profoto.se, profoto.de, profoto.fr, profoto.it, profoto.es, profoto.nl, profoto.be, profoto.dk, profoto.no, profoto.fi, profoto.ru, profoto.cn, profoto.jp, profoto.kr, profoto.com.au, profoto.com.sg, profoto.com.my, profoto.com.hk, profoto.co.nz, profoto.co.za, profoto.com.tr, profoto.com.mx, profoto.com.co, profoto.com.pe, profoto.com.ar, profoto.com.br, profoto.com.cl, profoto.com.uy, profoto.com.ec, profoto.com.pa, profoto.com.do, profoto.com.gt, profoto.com.sv, profoto.com.hn, profoto.com.ni, profoto.com.cr, profoto.com.ve, profoto.com.bo, profoto.com.py, profoto.com.uy, profoto.com.ar, profoto.com.br, profoto.com.cl, profoto.com.uy, profoto.com.ec, profoto.com.pa, profoto.com.do, profoto.com.gt, profoto.com.sv, profoto.com.hn, profoto.com.ni, profoto.com.cr, profoto.com.ve, profoto.com.bo, profoto.com.py, profoto.com.uy, profoto.com.ar, profoto.com.br, profoto.com.cl, profoto.com.uy, profoto.com.ec, profoto.com.pa, profoto.com.do, profoto.com.gt, profoto.com.sv, profoto.com.hn, profoto.com.ni, profoto.com.cr, profoto.com.ve, profoto.com.bo, profoto.com.py, profoto.com.uy, profoto.com.ar, profoto.com.br, profoto.com.cl, profoto.com.uy, profoto.com.ec, profoto.com.pa, profoto.com.do, profoto.com.gt, profoto.com.sv, profoto.com.hn, profoto.com.ni, profoto.com.cr, profoto.com.ve, profoto.com.bo, profoto.com.py, profoto.com.uy","profoto.com"
" No ","  ","  ","  ","  ",NA," 2009 "," Hong Kong "," minidsp.com ","minidsp.com"
" No ","  ","  ","  ","  ","  "," 2011 "," New York, NY "," publicdomainreview.org ","publicdomainreview.org"
" No ","  ","  ","  ","  ","  "," 1954 "," Warren, Ohio, United States "," bettys.com ","bettys.co.uk"
" No ","  ","  ","  ","  ","  "," 1916 "," Waltham, Massachusetts "," keds.com ","keds.com"
" No ","  ","  ","  ","  ",NA," 2015 "," Pittsburgh, PA "," beeghlyandcompany.com ","beeghlyandcompany.com"
" No ","  ","  ","  ","  ",NA," 2015 "," Los Angeles, California "," kotn.com, kotn.ca, kotn.eu, kotn.co.uk, kotn.de, kotn.fr, kotn.jp, kotn.com.au, kotn.se, kotn.ch ","kotn.com"
" No ","  ","  ","  ","  ","  "," 2015 "," Salt Lake City, Utah "," laytonsportscards.com ","laytonsportscards.com"
" No ","  ","  ","  ","  ","  "," 1988 "," Geneva, Switzerland "," frederiqueconstant.com ","frederiqueconstant.com"
" No ","  ","  ","  ","  ",NA," 2006 "," Jakarta, Indonesia "," jenis.co.id, jenis.com, jenis.net ","jenis.com"
" No ","  ","  ","  ","  ",NA," 1998 "," New York City, NY "," ntb.com ","ntb.com"
" No ","  ","  ","  ","  ","  "," 2018 "," London, UK "," theinkeylist.com, inkeylist.com ","theinkeylist.com"
" No ","  ","  ","  ","  ","  "," 1999 "," Woburn, MA "," muckbootcompany.com, muckboots.com, muckbootsforkids.com, muckbootsonline.com, muckbootoutlet.com, muckbootwarehouse.com, muckbootscanada.ca, muckboots.co.uk, muckboots.de, muckboots.fr, muckboots.nl, muckboots.es, muckboots.it, muckboots.se, muckboots.dk, muckboots.no, muckboots.fi, muckboots.pl, muckboots.cz, muckboots.hu, muckboots.sk, muckboots.ro, muckboots.bg, muckboots.rs, muckboots.si, muckboots.hr, muckboots.ba, muckboots.me, muckboots.mk, muckboots.al, muckboots.gr, muckboots.cy, muckboots.mt, muckboots.lv, muckboots.lt, muckboots.ee, muckboots.ie, muckboots.pt, muckboots.at, muckboots.ch, muckboots.be, muckboots.lu, muckboots.li, muckboots.mc, muckboots.ad, muckboots.sm, muckboots.va, muckboots.gs, muckboots.sh, muckboots.st, muckboots.tc, muckboots.vg, muckboots.vi, muckboots.ky, muckboots.ai, muckboots.ag, muckboots.bb, muckboots.bs, muckboots.bz, muckboots.cr, muckboots.dm, muckboots.gd, muckboots.gy, muckboots.jm, muckboots.kn, muckboots.lc, muckboots.ms, muckboots.pa, muckboots.sc, muckboots.sr, muckboots.sv, muckboots.tt, muckboots.vc, muckboots.hn, muckboots.ni, muckboots.cu, muckboots.gt, muckboots.sv, muckboots.bz, muckboots.pa, muckboots.cr, muckboots.ni, muckboots.hn, muckboots.gt, muckboots.cu, muckboots.jm, muckboots.bs, muckboots.tc, muckboots.tt, muckboots.ag, muckboots.kn, muckboots.dm, muckboots.lc, muckboots.vc, muckboots.gd, muckboots.ms, muckboots.sr, muckboots.sc, muckboots.bb, muckboots.gy, muckboots.ai, muckboots.ky, muckboots.vi, muckboots.vg, muckboots.sh, muckboots.gs, muckboots.st, muckboots.va, muckboots.sm, muckboots.mc, muckboots.li, muckboots.lu, muckboots.be, muckboots.ch, muckboots.at, muckboots.pt, muckboots.ie, muckboots.ee, muckboots.lt, muckboots.lv, muckboots.mt, muckboots.cy, muckboots.gr, muckboots.al, muckboots.me, muckboots.mk, muckboots.ba, muckboots.hr, muckboots.si, muckboots.rs, muckboots.bg, muckboots.ro, muckboots.sk, muckboots.hu, muckboots.cz, muckboots.pl, muckboots.fi, muckboots.no, muckboots.dk, muckboots.se, muckboots.it, muckboots.es, muckboots.fr, muckboots.de, muckboots.co.uk, muckboots.ca ","muckbootcompany.com"
" No ","  ","  ","  ","  ","  "," 1994 "," Roanoke, Virginia "," starcitygames.com ","starcitygames.com"
" No ","  ","  ","  ","  ",NA," 2010 "," Los Angeles, California "," jluxlabel.com, jluxlabel.co.uk, jluxlabel.eu ","jluxlabel.com"
" No ","  ","  ","  ","  ",NA," 1973 "," Franklin, Tennessee "," thymes.com, thymesfragrances.com, thymeshomefragrance.com, thymescorp.com ","thymes.com"
" No ","  ","  ","  ","  ",NA,"  ","  "," honest.com ","honest.com"
" No ","  ","  ","  ","  ",NA," 2014 "," Los Angeles, CA "," shirtz.com ","shirtz.cool"
" No ","  ","  ","  ","  ","  ",NA," El Segundo, California "," murad.com ","murad.com"
" No ","  ","  ","  ","  ",NA," 1990 "," Elk Grove Village, Illinois "," designtoscano.com ","designtoscano.com"
" No ","  ","  ","  ","  ","  "," 2006 "," San Diego, CA "," mdhearingaid.com ","mdhearingaid.com"
" No ","  ","  ","  ","  ","  "," 1995 "," Toronto, Canada "," cervelo.com ","cervelo.com"
" No ","  ","  ","  ","  ","  ","  ","  "," windupwatchshop.com ","windupwatchshop.com"
" No ","  ","  ","  ","  ","  "," 1979 "," Oxnard, California "," magnaflow.com, magnaflowexhaust.com, magnaflowperformance.com, magnaflowmufflers.com, magnaflowcatalyticconverters.com, magnaflowtips.com, magnaflowaccessories.com ","magnaflow.com"
" No ","  ","  ","  ","  ",NA," 2013 "," Berlin, Germany "," deinhandy.de ","deinhandy.de"
" No ","  ","  ","  ","  ",NA," 1886 "," Memphis, Tennessee "," hunterfan.com, hunterfan.ca, hunterfan.com.mx, hunterfan.com.cn, hunterfan.com.au ","hunterfan.com"
" No ","  ","  ","  ","  ","  "," 1985 "," Smyrna, Georgia "," glockstore.com ","glockstore.com"
" No ","  ","  ","  ","  ","  "," 2015 "," San Francisco, CA "," laylasleep.com ","laylasleep.com"
" No ","  ","  ","  ","  ","  "," 2001 "," Scottsdale, AZ "," healthwarehouse.com ","healthwarehouse.com"
" No ","  ","  ","  ","  ","  "," 1999 "," Hamburg, Germany "," tennispoint.com, tennispoint.de, tennispoint.fr, tennispoint.es, tennispoint.it, tennispoint.at, tennispoint.ch, tennispoint.nl, tennispoint.be, tennispoint.lu, tennispoint.se, tennispoint.dk, tennispoint.no, tennispoint.fi, tennispoint.ie, tennispoint.uk, tennispoint.us, tennispoint.ca, tennispoint.com.au, tennispoint.co.nz ","tennispoint.de"
" No ","  ","  ","  ","  ","  "," 2014 "," Vancouver, Canada "," redwolfairsoft.com, redwolfairsoft.eu, redwolfairsoft.asia, redwolfairsoft.com.au ","redwolfairsoft.com"
" No ","  ","  ","  ","  ",NA," 1998 "," Adelaide, Australia "," revitive.com ","revitive.com"
" No ","  ","  ","  ","  ","  ","  ","  "," arenasport.com ","arenasport.com"
" No ","  ","  ","  ","  ","  "," 2007 "," Los Angeles, California "," 7forallmankind.com ","7forallmankind.com"
" No ","  ","  ","  ","  ","  "," 2012 "," Berlin, Germany "," bodylab24.de, bodylab24.com, bodylab24.eu, bodylab24.fr, bodylab24.it, bodylab24.nl, bodylab24.pl, bodylab24.se ","bodylab24.de"
" No ","  ","  ","  ","  ","  "," 1995 "," Salt Lake City, Utah "," lifestylestoresonline.com ","lifestylestores.com"
" No ","  ","  ","  ","  ","  "," 2010 "," Berlin, Germany "," coffeecircle.com, coffeecircle.de, coffeecircle.at, coffeecircle.ch, coffeecircle.nl, coffeecircle.be, coffeecircle.fr, coffeecircle.es, coffeecircle.it, coffeecircle.se, coffeecircle.dk, coffeecircle.fi, coffeecircle.no ","coffeecircle.com"
" No ","  ","  ","  ","  ","  "," 1996 "," Austin, Texas "," peragonhealth.com ","peragon.com"
" No ","  ","  ","  ","  ","  ","  ","  "," audryrosejewelry.com ","audryrosejewelry.com"
" No ","  ","  ","  ","  ",NA," 1958 "," Sanjo, Niigata, Japan "," snowpeak.co.jp, snowpeak.com ","snowpeak.com"
" No ","  ","  ","  ","  ","  ",NA," Sydney, Australia "," ryderwear.com, ryderwearusa.com, ryderwear.co.uk, ryderwear.eu, ryderwear.ca, ryderwear.asia, ryderwear.com.au ","ryderwear.com"
" No ","  ","  ","  ","  ",NA,"  ","  ","  ","northerner.com"
" No ","  ","  ","  ","  ",NA,"  ","  ","  ","coffeeness.de"
" No ","  ","  ","  ","  ","  "," 1999 "," San Francisco, CA "," envelopes.com ","envelopes.com"
" No ","  ","  ","  ","  ",NA," 2008 "," Los Angeles, California "," triangl.com ","triangl.com"
" No ","  ","  ","  ","  ",NA," 1996 "," London, United Kingdom "," lookfantastic.com, cultbeauty.co.uk, skincity.com, mankind.co.uk, thehutgroup.com ","lookfantastic.de"
" No ","  ","  ","  ","  ",NA," 2009 "," London, United Kingdom "," pocketmags.com ","pocketmags.com"
" No ","  ","  ","  ","  ","  "," 2004 "," Irvine, California "," spigen.com, spigen.co.kr, spigen.jp, spigen.eu, spigen.com.au, spigen.ca, spigen.sg, spigen.com.hk, spigen.com.tw, spigen.com.mx, spigen.com.br ","spigen.com"
" No ","  ","  ","  ","  ",NA," 1990 "," El Segundo, California "," apollo.io ","apollo.de"
" No ","  ","  ","  ","  ","  "," 2010 ","  "," kellyherdjewelry.com ","kellyherdjewelry.com"
" No ","  ","  ","  ","  ",NA," 2018 "," Venice, CA "," mudwtr.com ","mudwtr.com"
" No ","  ","  ","  ","  ","  "," 2019 "," Los Angeles, CA "," sharkrobot.com ","sharkrobot.com"
" No ","  ","  ","  ","  ","  "," 1985 "," City of Industry, California "," provantage.com ","provantage.com"
" No ","  ","  ","  ","  ",NA,"  ","  ","  ","pyroland.de"
" No ","  ","  ","  ","  ",NA," 1974 "," Chicago, IL "," giordanos.com ","giordanos.com"
" No ","  ","  ","  ","  ","  "," 2014 "," Shanghai, China "," pimax.com, pimaxvr.com, pimaxvr.com ","pimax.com"
" No ","  ","  ","  ","  ","  "," 2013 "," New York City, NY "," factorypure.com ","factorypure.com"
" No ","  ","  ","  ","  ",NA," 2015 "," Los Angeles, CA "," shefit.com, shefit.co.uk, shefit.eu, shefit.de, shefit.fr, shefit.es, shefit.it, shefit.nl, shefit.be, shefit.se, shefit.dk, shefit.no, shefit.fi ","shefit.com"
" No ","  ","  ","  ","  ","  "," 1966 "," Emeryville, California "," peets.com, coffeebar.com, peetscoffee.com, peets.co.jp, peets.co.kr, peets.co.uk, peets.com.au, peets.com.cn, peets.com.hk, peets.com.sg, peets.com.tw, peets.de, peets.fr, peets.it, peets.nl, peets.se ","peets.com"
" No ","  ","  ","  ","  ",NA," 2013 "," Berlin, Germany "," ujam.com ","ujam.com"
" No ","  ","  ","  ","  ","  "," 1999 "," New York City, New York "," fnamerica.com ","fnamerica.com"
" No ","  ","  ","  ","  ","  "," 2019 "," London, UK "," luxome.com, luxome.co.uk, luxome.eu ","luxome.com"
" No ","  ","  ","  ","  ","  "," 1995 "," Lancaster, PA "," annieselke.com ","annieselke.com"
" No ","  ","  ","  ","  ","  "," 2012 "," Austin, Texas "," bandolierstyle.com ","bandolierstyle.com"
" No ","  ","  ","  ","  ",NA," 2010 "," Boulder, Colorado "," staterabikes.com ","staterabikes.de"
" No ","  ","  ","  ","  ","  "," 2012 "," Italy "," misterworker.com ","misterworker.com"
" No ","  ","  ","  ","  ","  "," 1993 "," Culver City, CA "," crystalclassics.com, crystalclassics.net, crystalclassics.org, crystalclassics.info, crystalclassics.biz ","crystalclassics.com"
" No ","  ","  ","  ","  ","  "," 2015 "," Los Angeles, CA "," ninelineapparel.com ","ninelineapparel.com"
" Yes "," ADS "," Xetra "," €63.61B "," €23.06B "," 61,275 "," 1949 "," Herzogenaurach, Germany "," adidas.com, adidasgroup.com, reebok.com, taylormadegolf.com, rockport.com, fiveten.com, ashworthgolf.com, slazenger.com, wilson.com, golfsmith.com, dallasmavericks.com, fcbarcelona.com, realmadrid.com, juventus.com, arsenal.com, bayernmunich.com, manchesterunited.com ","adidas.nl"
" No ","  ","  ","  ","  ","  "," 2009 "," Los Angeles, CA "," uncommonjames.com ","uncommonjames.com"
" No ","  ","  ","  ","  ","  "," 2013 "," London, UK "," payneglasses.com ","payneglasses.com"
" No ","  ","  ","  ","  ","  "," 1992 "," New Taipei City, Taiwan "," coolermaster.com, coolermasterusa.com, coolermaster.eu, coolermaster.cn, coolermaster.jp ","coolermaster.com"
" No ","  ","  ","  ","  ",NA," 2020 "," San Francisco, California "," glow25.com ","glow25.de"
" No ","  ","  ","  ","  ","  "," 1995 "," New York City, NY "," stjohnknits.com ","stjohnknits.com"
" No ","  ","  ","  ","  ",NA," 1910 "," Kaltenkirchen, Germany "," dodenhof.de ","dodenhof.de"
" No ","  ","  ","  ","  ","  ",NA," San Francisco, CA "," fit2run.com ","fit2run.com"
" No ","  ","  ","  ","  ",NA," 2005 "," San Diego, CA "," discountramps.com, discountskateboards.com, discountlongboards.com, discountscooters.com, discountbmx.com ","discountramps.com"
" No ","  ","  ","  ","  ","  ","  ","  "," ferkosfinejewelry.com ","ferkosfinejewelry.com"
" No ","  ","  ","  ","  ","  "," 1983 "," Newport, Kentucky "," countryoutfitter.com, countryoutfitter.net, countryoutfitter.org, countryoutfitter.info ","countryoutfitter.com"
" No ","  ","  ","  ","  ","  "," 2008 "," Munich, Germany "," amorana.de, amorana.at, amorana.ch, amorana.co.uk, amorana.com, amorana.fr, amorana.it, amorana.es, amorana.nl, amorana.be, amorana.lu ","amorana.ch"
" No ","  ","  ","  ","  ","  "," 2004 "," Manchester, UK "," showmecables.com, showmecables.co.uk, showmecables.eu, showmecables.de, showmecables.fr, showmecables.es, showmecables.it, showmecables.nl, showmecables.be, showmecables.at, showmecables.ch, showmecables.se, showmecables.no, showmecables.dk, showmecables.fi, showmecables.ee, showmecables.lv, showmecables.lt, showmecables.pl, showmecables.cz, showmecables.sk, showmecables.hu, showmecables.ro, showmecables.bg, showmecables.gr, showmecables.cy, showmecables.mt, showmecables.us, showmecables.ca, showmecables.mx, showmecables.com.au, showmecables.nz, showmecables.sg, showmecables.hk, showmecables.jp, showmecables.cn, showmecables.kr, showmecables.tw ","showmecables.com"
" No ","  ","  ","  ","  ","  "," 1999 "," Chagrin Falls, Ohio "," naturepedic.com ","naturepedic.com"
" No ","  ","  ","  ","  ",NA,"  ","  "," vintagetub.com ","vintagetub.com"
" No ","  ","  ","  ","  ","  "," 2009 "," San Francisco, CA "," dlttrading.com ","dlttrading.com"
" No ","  ","  ","  ","  ","  "," 1987 "," San Diego, CA "," partsgiant.com ","partsgiant.com"
" No ","  ","  ","  ","  ","  "," 1959 "," La Gacilly, France "," yvesrocher.com, yrnet.com, yvesrocher.fr, yvesrocher.co.uk, yvesrocher.com.au, yvesrocher.de, yvesrocher.it, yvesrocher.es, yvesrocher.pt, yvesrocher.be, yvesrocher.nl, yvesrocher.lu, yvesrocher.ch, yvesrocher.at, yvesrocher.se, yvesrocher.no, yvesrocher.dk, yvesrocher.fi, yvesrocher.ru, yvesrocher.com.tr, yvesrocher.com.mx, yvesrocher.com.br, yvesrocher.com.ar, yvesrocher.com.co, yvesrocher.com.pe, yvesrocher.com.uy, yvesrocher.com.ec, yvesrocher.com.bo, yvesrocher.com.py, yvesrocher.com.ve, yvesrocher.com.do, yvesrocher.com.sv, yvesrocher.com.gt, yvesrocher.com.hn, yvesrocher.com.ni, yvesrocher.com.cr, yvesrocher.com.pa, yvesrocher.jp, yvesrocher.cn, yvesrocher.hk, yvesrocher.tw, yvesrocher.sg, yvesrocher.my, yvesrocher.th, yvesrocher.id, yvesrocher.ph, yvesrocher.vn, yvesrocher.com.kh, yvesrocher.com.la, yvesrocher.com.mm, yvesrocher.com.bd, yvesrocher.com.np, yvesrocher.com.pk, yvesrocher.com.sa, yvesrocher.com.om, yvesrocher.com.qa, yvesrocher.com.kw, yvesrocher.com.bh, yvesrocher.com.jo, yvesrocher.com.lb, yvesrocher.com.sy, yvesrocher.com.iq, yvesrocher.com.ye, yvesrocher.com.sd, yvesrocher.com.dj, yvesrocher.com.er, yvesrocher.com.so, yvesrocher.com.ke, yvesrocher.com.tz, yvesrocher.com.ug, yvesrocher.com.rw, yvesrocher.com.bi, yvesrocher.com.zm, yvesrocher.com.mw, yvesrocher.com.na, yvesrocher.com.bw, yvesrocher.com.ls, yvesrocher.com.sz, yvesrocher.com.za ","yvesrocher.ru"
" No ","  ","  ","  ","  ",NA," 2000 "," San Diego, CA "," justbats.com ","justbats.com"
" No ","  ","  ","  ","  ","  "," 1997 "," Indianapolis, IN "," lucardi.com ","lucardi.nl"
" No ","  ","  ","  ","  ","  "," 2011 "," United States "," baddragon.com ","baddragon.com"
" No ","  ","  ","  ","  ",NA,NA," Barcelona, Spain "," 3dprima.com ","3dprima.com"
" No ","  ","  ","  ","  ","  "," 1999 "," San Francisco, CA "," tequipment.com ","tequipment.net"
" No ","  ","  ","  ","  ",NA," 2012 "," Los Angeles, CA "," loveamika.com, amika.com ","loveamika.com"
" No ","  ","  ","  ","  ","  "," 2003 "," Austin, Texas "," ansgear.com, ansgearstore.com, ansgearmagazine.com, ansgearblog.com, ansgearreviews.com ","ansgear.com"
" No ","  ","  ","  ","  ","  "," 1968 "," Los Angeles, CA "," erewhonmarket.com, erewhonorganics.com, erewhontogo.com ","erewhonmarket.com"
" No ","  ","  ","  ","  ","  "," 1983 "," Boston, Massachusetts "," newburycomics.com, newburycomics.ca, newburycomics.co.uk, newburycomics.de, newburycomics.fr, newburycomics.it, newburycomics.es, newburycomics.nl, newburycomics.be, newburycomics.lu, newburycomics.at, newburycomics.ch ","newburycomics.com"
